ID,RA[hr],Dec[deg],ID_Simbad,ID_MWSC,ID_WEBDA,ID_Piskunov,ID_Kharchenko,ID_Salaris,ID_vandenBergh,ID_Cantat-Gaudin,ID_Lynga,dist[pc],err_dist[pc],N_dist[pc],age[Myr],err_age[Myr],N_age[Myr],[Fe/H],err_[Fe/H],N_[Fe/H],mass[Msun],err_mass[Msun],N_mass[Msun],rgc[pc],err_rgc[pc],N_rgc[pc],rhm[pc],err_rhm[pc],N_rhm[pc],Av[mag],err_Av[mag],N_Av[mag]
Patchick_103,20 34 56.000,53 17 48.000,Patchick_103,Patchick_103,,,Patchick_103,,,,,1332.0,0.0,2.0,891.2509381337442,0.0,2.0,,,,15.0,0.0,2.0,,,,0.6273740555379589,0.0,1.0,1.2672,0.0,1.0
[KPS2012]_MWSC_3586,22 05 39.000,53 20 00.000,[KPS2012]_MWSC_3586,FSR_0341,,,FSR_0341,,,,,6000.0,0.0,2.0,1000.0,0.0,2.0,,,,52.0,0.0,2.0,,,,2.232713550590971,0.0,1.0,2.2399999999999998,0.0,1.0
NGC_1220,03 11 40.800,53 20 38.400,NGC_1220,NGC_1220,,,NGC_1220,,NGC_1220,NGC_1220,NGC_1220,2266.775,239.01187307066985,4.0,158.4893192461111,0.0,2.0,,,,23.5,4.619929653144082,4.0,10940.7,0.0,1.0,0.7660397824492705,0.19964435952249285,1.0,2.4000000000000004,0.0,1.0
Kronberger_84,21 35 32.160,53 31 01.200,Kronberger_84,Kronberger_84,,,Kronberger_84,,,Kronberger_84,,2185.0,714.4345083117603,3.0,668.3439175686135,0.0,2.0,,,,43.0,8.573214099741124,3.0,9602.4,0.0,1.0,0.769076131300258,0.11662841769450738,1.0,1.7312000000000003,0.0,1.0
Kronberger_81,21 26 11.280,53 32 02.400,Kronberger_81,Kronberger_81,,,Kronberger_81,,,Kronberger_81,,6298.933333333333,980.6668267995941,3.0,398.10717055349687,0.0,2.0,,,,37.833333333333336,5.851558829982038,3.0,9523.1,0.0,1.0,3.1546919945883967,1.6244221343625254,1.0,5.7632,0.0,1.0
[KPS2012]_MWSC_3647,22 39 09.000,53 37 48.000,[KPS2012]_MWSC_3647,FSR_0362,,,FSR_0362,,,,,5501.0,0.0,2.0,1020.9394837076807,0.0,2.0,,,,38.5,0.0,2.0,,,,6.458262336420164,0.0,1.0,1.6,0.0,1.0
[KPS2012]_MWSC_0320,03 58 52.000,53 38 24.000,[KPS2012]_MWSC_0320,FSR_0656,,,FSR_0656,,,,,1400.0,0.0,2.0,785.2356346100711,0.0,2.0,,,,109.5,0.0,2.0,,,,2.694018003192411,0.0,1.0,3.0368,0.0,1.0
[KPS2012]_MWSC_3530,21 35 24.000,53 42 00.000,[KPS2012]_MWSC_3530,FSR_0320,,,FSR_0320,,,,,4724.0,0.0,2.0,707.9457843841373,0.0,2.0,,,,36.5,0.0,2.0,,,,8.469549749762443,0.0,1.0,3.2640000000000002,0.0,1.0
NGC_7128,21 43 57.840,53 42 54.000,NGC_7128,NGC_7128,NGC_7128,,NGC_7128,,NGC_7128,NGC_7128,NGC_7128,2544.7000000000003,171.46398228847428,6.0,13.412004293049913,2.441251246006139,4.0,,,,45.4,14.23334113973244,5.0,9425.1,0.0,1.0,1.6643861349043103,0.7876001540374603,1.0,3.3872,0.0916410388417765,2.0
[KPS2012]_MWSC_3513,21 27 52.000,53 44 30.000,[KPS2012]_MWSC_3513,FSR_0314,,,FSR_0314,,,,,1710.0,0.0,2.0,138.03842646028866,0.0,2.0,,,,110.5,0.0,2.0,,,,3.0999659214816786,0.0,1.0,3.3312,0.0,1.0
[KPS2012]_MWSC_3525,21 32 37.000,53 45 18.000,[KPS2012]_MWSC_3525,FSR_0317,,,FSR_0317,,,,,1934.0,0.0,2.0,630.9573444801944,0.0,2.0,,,,59.0,0.0,2.0,,,,1.1993915767637449,0.0,1.0,2.6656,0.0,1.0
[KPS2012]_MWSC_3533,21 36 11.000,53 48 18.000,[KPS2012]_MWSC_3533,FSR_0324,,,FSR_0324,,,,,4166.0,0.0,2.0,151.3561248436207,0.0,2.0,,,,28.0,0.0,2.0,,,,2.970800674753276,0.0,1.0,2.9984,0.0,1.0
[KPS2012]_MWSC_3538,21 38 09.000,53 49 00.000,[KPS2012]_MWSC_3538,FSR_0326,,,FSR_0326,,,,,8700.0,0.0,2.0,125.89254117941661,0.0,2.0,,,,25.0,0.0,2.0,,,,8.746332421323308,0.0,1.0,4.9984,0.0,1.0
[KPS2012]_MWSC_0315,03 56 10.000,53 52 36.000,[KPS2012]_MWSC_0315,FSR_0655,,,FSR_0655,,,,,1742.0,0.0,2.0,524.8074602497734,0.0,2.0,,,,10.5,0.0,2.0,,,,1.3285568234921479,0.0,1.0,3.9296,0.0,1.0
Juchert_11,03 47 20.000,53 54 06.000,Juchert_11,Juchert_11,Juchert_11,,Juchert_11,,,,,2863.3333333333335,111.58786606012256,3.0,532.5288231495215,213.7583244396827,3.0,,,,185.16666666666666,130.36728742146028,3.0,,,,1.0702263300353414,0.0,1.0,5.585600000000001,0.3518563343184259,2.0
[KPS2012]_MWSC_3633,22 30 53.520,53 57 03.600,[KPS2012]_MWSC_3633,FSR_0357,,,FSR_0357,,,FSR_0357,,3012.633333333333,418.56336393624997,3.0,683.9116472814308,0.0,2.0,,,,22.0,1.224744871391589,3.0,10051.8,0.0,1.0,1.681763591528691,1.01225441166372,1.0,1.2800000000000002,0.0,1.0
[KPR2005]_114,21 39 57.600,53 59 49.200,[KPR2005]_114,ASCC_114,ASCC_114,ASCC_114,ASCC_114,,,ASCC_114,,638.64,61.91251634362797,5.0,44.11309938927618,10.497122610483858,4.0,,,,40.49801167886504,11.296170384343945,5.0,8501.0,0.0,1.0,1.2112631266935503,0.510080358739361,1.0,0.8320000000000002,6.409875621278547e-17,3.0
IC_1442,22 15 59.000,53 59 42.000,IC_1442,IC_1442,IC_1442,IC_1442,IC_1442,,IC_1442,,IC_1442,2056.3333333333335,118.45150593917859,6.0,52.75642273785049,17.642600630241297,5.0,,,,767.9859968333975,638.3628837434428,5.0,,,,1.6182653913183909,0.0867346086816092,1.0,1.6864000000000001,0.03528071553822133,3.0
[KPS2012]_MWSC_0314,03 55 36.000,54 01 00.000,[KPS2012]_MWSC_0314,FSR_0654,,,FSR_0654,,,,,4000.0,0.0,2.0,322.1068791283428,0.0,2.0,,,,13.0,0.0,2.0,,,,2.435687509735605,0.0,1.0,4.544,0.0,1.0
[KPS2012]_MWSC_0690,05 52 14.000,54 11 24.000,[KPS2012]_MWSC_0690,FSR_0693,,,FSR_0693,,,,,2201.0,0.0,2.0,1000.0,0.0,2.0,,,,11.0,0.0,2.0,,,,0.6642784117460739,0.0,1.0,0.8672000000000001,0.0,1.0
NGC_7245,22 15 14.880,54 20 09.600,NGC_7245,NGC_7245,NGC_7245,,NGC_7245,,NGC_7245,NGC_7245,,3103.8,381.5153365200408,5.0,239.29092615571736,94.32369612342109,3.0,,,,217.875,126.67532008544522,4.0,9557.7,0.0,1.0,2.0624640995680346,0.5975497993489036,1.0,1.5168,0.0022627416997969383,2.0
NGC_7438,22 57 22.000,54 22 30.000,NGC_7438,NGC_7438,NGC_7438,NGC_7438,NGC_7438,,,,,800.0,100.0,4.0,530.4956817906912,157.12800762588952,4.0,,,,92.86627593266093,15.76896980418268,5.0,,,,3.1553224557938515,0.0,1.0,1.2266666666666668,0.04354648431614549,3.0
Cl_King_9,22 15 30.480,54 24 18.000,Cl_King_9,King_9,,,King_9,King_9,,King_9,King_9,7438.3,459.4426260880316,3.0,3434.851773445587,222.55583154024606,3.0,0.0,0.0,1.0,19.125,3.581091837694197,4.0,10911.2,354.40191873069745,2.0,2.2658926742222043,0.7233601786351289,1.0,1.1872,0.0,1.0
[KPR2005]_116,21 58 30.000,54 29 24.000,[KPR2005]_116,ASCC_116,ASCC_116,ASCC_116,ASCC_116,,,,,3250.0,875.0,4.0,48.99884516978131,20.073698034907714,4.0,,,,4271.560152676168,3624.433604701348,4.0,,,,2.122000481966625,0.0,1.0,1.6320000000000003,1.2819751242557095e-16,3.0
[BDS2003]_24,21 28 53.000,54 36 30.000,[BDS2003]_24,BDSB_24,,,BDSB_24,,,,,1535.0,0.0,2.0,15.848931924611142,0.0,2.0,,,,11.0,0.0,2.0,,,,0.8488001927866501,0.0,1.0,4.662400000000001,0.0,1.0
NGC_7127,21 43 41.000,54 36 54.000,NGC_7127,NGC_7127,,,NGC_7127,,,,NGC_7127,1966.6666666666667,272.1655269759087,3.0,630.9573444801944,0.0,2.0,,,,32.666666666666664,10.886621079036345,3.0,,,,17.730875640825317,14.040440020013797,1.0,3.2992,0.0,1.0
[KPR2005]_128,23 19 47.760,54 26 06.000,[KPR2005]_128,ASCC_128,ASCC_128,ASCC_128,ASCC_128,,,ASCC_128,,850.0600000000001,44.66769391853581,5.0,213.1887729558501,59.13457072691868,4.0,,,,219.56229946012755,98.36714283136047,6.0,8580.3,0.0,1.0,2.138361927314982,0.7729007476147183,1.0,0.49066666666666675,0.06096507804260357,3.0
[KPS2012]_MWSC_0077,00 50 44.000,54 45 54.000,[KPS2012]_MWSC_0077,FSR_0515,,,FSR_0515,,,,,2362.0,0.0,2.0,1883.649089489802,0.0,2.0,,,,16.5,0.0,2.0,,,,2.0666439476544527,0.0,1.0,1.3312,0.0,1.0
NGC_7175,21 59 04.000,54 47 24.000,NGC_7175,NGC_7175,,,NGC_7175,,,,,2500.0,0.0,2.0,662.2165037017614,0.0,2.0,,,,125.5,0.0,2.0,,,,1.955930879030107,0.0,1.0,2.4000000000000004,0.0,1.0
[KPS2012]_MWSC_3580,22 01 45.600,54 48 54.000,[KPS2012]_MWSC_3580,FSR_0344,,,FSR_0344,,,FSR_0344,,3016.7999999999997,585.264749208994,3.0,794.3282347242822,0.0,2.0,,,,33.833333333333336,10.750538315548393,3.0,10115.6,0.0,1.0,1.7027782130150073,0.3823179127435027,1.0,2.304,0.0,1.0
[KPS2012]_MWSC_0033,00 21 15.000,54 49 36.000,[KPS2012]_MWSC_0033,FSR_0479,,,FSR_0479,,,,,2038.0,0.0,2.0,630.9573444801944,0.0,2.0,,,,20.0,0.0,2.0,,,,1.3285568234921479,0.0,1.0,1.5328,0.0,1.0
[KPR2005]_121,22 30 50.000,54 50 42.000,[KPR2005]_121,ASCC_121,ASCC_121,ASCC_121,ASCC_121,,,,,2600.5,50.25,4.0,16.614238125011124,10.75950718004176,4.0,,,,1428.019241013509,1177.8954227541683,4.0,,,,7.288610351102757,0.0,1.0,1.12,0.13063945294843624,3.0
C_0235+547,02 39 24.720,54 55 19.200,C_0235+547,Czernik_12,,,Czernik_12,,,Czernik_12,Czernik_12,1985.2333333333333,12.056932845032742,3.0,1258.9254117941662,0.0,2.0,,,,34.625,10.879129962915233,4.0,9876.9,0.0,1.0,1.102250289573771,0.30011524633460784,1.0,0.8320000000000001,0.0,1.0
[KPS2012]_MWSC_3562,21 47 10.000,54 55 42.000,[KPS2012]_MWSC_3562,FSR_0333,,,FSR_0333,,,,,6001.0,0.0,2.0,785.2356346100711,0.0,2.0,,,,131.0,0.0,2.0,,,,2.9338963185451608,0.0,1.0,3.5168,0.0,1.0
[KPS2012]_MWSC_3567,21 50 50.640,55 14 34.800,[KPS2012]_MWSC_3567,FSR_0336,,,FSR_0336,,,FSR_0336,,1581.8666666666668,380.3785405015299,3.0,1258.9254117941662,0.0,2.0,,,,158.0,24.903145718295647,3.0,9082.6,0.0,1.0,1.9001400117824452,0.5346788320821818,1.0,1.6,0.0,1.0
[KPR2004b]_55,04 46 24.480,55 11 56.400,[KPR2004b]_55,Alessi_2,Alessi_2,Alessi_2,Alessi_2,,Alessi_2,Alessi_2,,526.8666666666667,17.03210476108554,6.0,351.11903636838053,100.99394539449801,4.0,,,,66.80602183250012,11.52010137362896,6.0,8888.7,0.0,1.0,3.077742904663738,0.7678358840179255,1.0,0.5439999999999999,0.02612789058968723,3.0
[KPR2005]_3,00 31 05.000,55 16 30.000,[KPR2005]_3,ASCC_3,ASCC_3,ASCC_3,ASCC_3,,,,,1625.0,37.5,4.0,48.623038743774146,12.88590562915807,4.0,,,,228.6692181774671,114.52412119001323,4.0,,,,10.702263300353414,0.0,1.0,0.6293333333333334,0.06967437490583263,3.0
[KPS2012]_MWSC_3570,21 51 44.000,55 18 48.000,[KPS2012]_MWSC_3570,FSR_0338,,,FSR_0338,,,,,14655.0,0.0,2.0,125.89254117941661,0.0,2.0,,,,26.0,0.0,2.0,,,,5.185062047240189,0.0,1.0,6.6624,0.0,1.0
[KPS2012]_MWSC_3463,21 05 11.000,55 19 24.000,[KPS2012]_MWSC_3463,FSR_0310,,,FSR_0310,,,,,5288.0,0.0,2.0,124.45146117713868,0.0,2.0,,,,37.5,0.0,2.0,,,,3.5981747302912344,0.0,1.0,6.796800000000001,0.0,1.0
HBC_334,02 16 34.000,55 23 48.000,HBC_334,IRAS_02130+5509,,,IRAS_02130+5509,,,,,2500.0,0.0,2.0,100.0,0.0,2.0,,,,8.0,0.0,2.0,,,,0.6827305898501317,0.0,1.0,2.5568000000000004,0.0,1.0
NGC_7226,22 10 25.200,55 23 52.800,NGC_7226,NGC_7226,,,NGC_7226,,NGC_7226,NGC_7226,,3324.55,399.15529794179105,4.0,530.8844442309879,0.0,2.0,,,,41.166666666666664,6.3958898839338545,3.0,10338.9,0.0,1.0,0.9425530070292506,0.24693707336593945,1.0,1.6,0.0,1.0
Cl_Berkeley_96,22 29 54.720,55 24 28.800,Cl_Berkeley_96,Berkeley_96,Berkeley_96,,Berkeley_96,,Berkeley_96,Berkeley_96,Berkeley_96,3226.92,77.96074088924499,5.0,8.940666666666667,0.8649420447294378,3.0,,,,21.6,5.625655517359733,5.0,9813.3,0.0,1.0,1.672215555330052,1.1802636640167878,1.0,2.0976,0.0576999133448222,2.0
[KPS2012]_MWSC_0331,04 03 49.000,55 25 06.000,[KPS2012]_MWSC_0331,FSR_0653,,,FSR_0653,,,,,7317.0,0.0,2.0,691.8309709189363,0.0,2.0,,,,16.5,0.0,2.0,,,,6.808853720397259,0.0,1.0,3.2640000000000002,0.0,1.0
[KPS2012]_MWSC_3559,21 46 10.000,55 26 06.000,[KPS2012]_MWSC_3559,FSR_0334,,,FSR_0334,,,,,2201.0,0.0,2.0,2041.7379446695315,0.0,2.0,,,,32.5,0.0,2.0,,,,2.4172353316315474,0.0,1.0,0.8672000000000001,0.0,1.0
[BDS2003]_23,21 20 24.000,55 28 12.000,[BDS2003]_23,BDSB_23,,,BDSB_23,,,,,5883.0,0.0,2.0,141.25375446227554,0.0,2.0,,,,14.0,0.0,2.0,,,,2.9338963185451608,0.0,1.0,3.9968000000000004,0.0,1.0
NGC_744,01 58 36.480,55 28 22.800,NGC_744,NGC_744,NGC_744,NGC_744,NGC_744,,NGC_744,NGC_744,NGC_744,1314.857142857143,39.95172013431915,7.0,155.69336678172914,48.54568087569296,5.0,,,,137.67823036031615,48.86121203751968,7.0,9275.1,0.0,1.0,1.0816172525953405,0.30530679911747977,1.0,1.2213333333333336,0.0031401816413610018,3.0
[KPS2012]_MWSC_3636,22 33 04.000,55 32 06.000,[KPS2012]_MWSC_3636,FSR_0365,,,FSR_0365,,,,,3864.0,0.0,2.0,803.526122185616,0.0,2.0,,,,47.0,0.0,2.0,,,,1.900574344717934,0.0,1.0,2.6304000000000003,0.0,1.0
NAME_Alessi_J2327+55,23 28 07.000,55 36 48.000,NAME_Alessi_J2327+55,ASCC_129,ASCC_129,ASCC_129,ASCC_129,,,,,1500.0,250.0,4.0,685.626431993094,234.18411754962798,4.0,,,,145.92605194264297,37.49271072586025,4.0,,,,4.004122648580501,0.0,1.0,0.7040000000000001,0.10451156235874894,3.0
[KPR2005]_2,00 19 30.000,55 38 42.000,[KPR2005]_2,ASCC_2,ASCC_2,ASCC_2,ASCC_2,,,,,1750.5,275.25,4.0,541.8833644984536,154.45419696253498,4.0,,,,345.47509080888915,227.781581122462,4.0,,,,2.122000481966625,0.0,1.0,0.7466666666666667,0.34837187452916313,3.0
[KPS2012]_MWSC_3724,23 22 03.000,55 44 42.000,[KPS2012]_MWSC_3724,Dolidze_46,,,Dolidze_46,,,,,1450.0,0.0,2.0,258.2260190634601,0.0,2.0,,,,35.5,0.0,2.0,,,,0.9964176176191111,0.0,1.0,0.96,0.0,1.0
Teutsch_126,22 13 49.200,55 42 43.200,Teutsch_126,Teutsch_126,,,Teutsch_126,,,Teutsch_126,,1928.5666666666666,89.46080871698112,3.0,630.9573444801944,0.0,2.0,,,,34.166666666666664,0.2721655269759087,3.0,9033.3,0.0,1.0,1.9417396664018831,0.19871299366879958,1.0,2.0,0.0,1.0
[KPS2012]_MWSC_3738,23 31 23.000,55 48 48.000,[KPS2012]_MWSC_3738,Stock_11,,,Stock_11,,,,,1600.0,0.0,2.0,1218.9895989248673,0.0,2.0,,,,32.0,0.0,2.0,,,,0.8488001927866501,0.0,1.0,1.1199999999999999,0.0,1.0
NGC_657,01 43 24.000,55 50 24.000,NGC_657,NGC_657,,,NGC_657,,,,NGC_657,1934.0,0.0,2.0,1000.0,0.0,2.0,,,,19.0,0.0,2.0,,,,1.1993915767637449,0.0,1.0,1.6672000000000002,0.0,1.0
[KPR2005]_5,00 57 38.000,55 51 18.000,[KPR2005]_5,ASCC_5,ASCC_5,ASCC_5,ASCC_5,,,,,1011.5,244.25,4.0,34.56427756681192,12.862348693690365,4.0,,,,62.32869106602385,28.030499691100264,4.0,,,,0.3874957401852098,0.0,1.0,0.5557333333333333,0.1994428981679459,3.0
Cl_Berkeley_94,22 22 50.640,55 51 43.200,Cl_Berkeley_94,Berkeley_94,Berkeley_94,,Berkeley_94,,Berkeley_94,Berkeley_94,Berkeley_94,2688.5666666666666,294.3804055098575,6.0,31.614848268327098,10.064410274781856,4.0,,,,19.1,4.219952606368939,5.0,10076.4,0.0,1.0,1.0860138015748246,0.21751792415486568,1.0,1.9327999999999999,0.009050966799187831,2.0
C_0233+557,02 36 55.680,55 54 18.000,C_0233+557,Trumpler_2,Trumpler_2,Trumpler_2,Trumpler_2,,Trumpler_2,Trumpler_2,Trumpler_2,653.6857142857143,9.49645322774274,7.0,67.83730876242913,13.3956730469663,5.0,,,,169.12159279438782,52.359594197924395,7.0,8854.9,0.0,1.0,4.735204811026295,4.195289972215614,1.0,1.0293333333333334,0.003140181641361044,3.0
[KPS2012]_MWSC_3668,22 51 38.640,56 06 32.400,[KPS2012]_MWSC_3668,FSR_0384,,,FSR_0384,,,FSR_0384,,2938.366666666667,378.55503147079145,3.0,7.079457843841373,0.0,2.0,,,,36.833333333333336,5.443310539518173,3.0,9123.8,0.0,1.0,2.050858610519008,1.4366030511478804,1.0,2.4000000000000004,0.0,1.0
NGC_6856,19 59 17.000,56 07 00.000,NGC_6856,NGC_6856,,,NGC_6856,,,,,1202.0,0.0,2.0,1023.2929922807537,0.0,2.0,,,,7.0,0.0,2.0,,,,0.572017521225786,0.0,1.0,0.9984000000000001,0.0,1.0
[KPS2012]_MWSC_5373,19 05 24.000,56 20 24.000,,MWSC_5373,,,,,,,,1664.0,0.0,1.0,1258.9254117941662,0.0,1.0,,,,17.0,0.0,1.0,,,,,,,,,
[KPS2012]_MWSC_0220,02 37 32.000,56 24 18.000,[KPS2012]_MWSC_0220,FSR_0611,,,FSR_0611,,,,,1000.0,0.0,2.0,562.3413251903492,0.0,2.0,,,,58.0,0.0,2.0,,,,1.5499829607408393,0.0,1.0,1.6,0.0,1.0
Ass_Cam_OB_3,04 00 47.000,56 27 00.000,Ass_Cam_OB_3,Cam_OB3,,,Cam_OB3,,,,,2801.0,0.0,2.0,12.735030810166629,0.0,2.0,,,,387.0,0.0,2.0,,,,,,,6.7488,0.0,1.0
C_0324+562,03 27 55.680,56 26 38.400,C_0324+562,King_6,King_6,King_6,King_6,,King_6,King_6,King_6,697.2166666666667,60.30681008470431,6.0,538.375332712183,207.55252063881824,4.0,0.46,0.0,1.0,207.90067044241073,90.12168482501164,6.0,8934.0,0.0,1.0,1.170150687585389,0.1144418821852776,1.0,1.4720000000000002,0.21755816591329216,3.0
Cl_Berkeley_102,23 38 38.400,56 38 13.200,Cl_Berkeley_102,Berkeley_102,Berkeley_102,,Berkeley_102,,,Berkeley_102,Berkeley_102,6252.475,1894.3304144786225,4.0,923.1828430685913,373.30339747804834,3.0,-0.38,0.0,1.0,2088.875,1789.1040038853946,4.0,17588.4,0.0,1.0,3.9046501786395105,1.4874148470079633,1.0,2.064,0.10182337649086277,2.0
NGC_7789,23 57 20.160,56 43 33.600,NGC_7789,NGC_7789,NGC_7789,NGC_7789,NGC_7789,NGC_7789,NGC_7789,NGC_7789,,2114.2833333333333,98.30833133188285,6.0,1437.8045310799325,320.2867816920178,5.0,-0.15,0.0668331255192114,1.0,2952.025038993404,1275.6892534696249,6.0,9428.2,8.343860018001388,2.0,6.448491892376009,1.9523159680998803,1.0,0.7018666666666666,0.0031401816413610226,3.0
[KPS2012]_MWSC_0224,02 42 29.000,56 44 06.000,[KPS2012]_MWSC_0224,FSR_0614,,,FSR_0614,,,,,2787.0,0.0,2.0,5.623413251903491,0.0,2.0,,,,54.5,0.0,2.0,,,,1.568435138844897,0.0,1.0,2.7328000000000006,0.0,1.0
[KPS2012]_MWSC_3609,22 18 23.000,56 46 12.000,[KPS2012]_MWSC_3609,FSR_0356,,,FSR_0356,,,,,2200.0,0.0,2.0,1258.9254117941662,0.0,2.0,,,,43.5,0.0,2.0,,,,1.5499829607408393,0.0,1.0,1.92,0.0,1.0
[KPS2012]_MWSC_3731,23 29 27.000,56 56 42.000,[KPS2012]_MWSC_3731,FSR_0427,,,FSR_0427,,,,,1633.0,0.0,2.0,398.10717055349687,0.0,2.0,,,,56.5,0.0,2.0,,,,4.09638353910079,0.0,1.0,2.3328,0.0,1.0
[KPS2012]_MWSC_0107,01 11 56.000,56 59 06.000,[KPS2012]_MWSC_0107,FSR_0530,,,FSR_0530,,,,,3501.0,0.0,2.0,1995.2623149688827,0.0,2.0,,,,30.5,0.0,2.0,,,,2.8600876061289298,0.0,1.0,0.6400000000000001,0.0,1.0
C_0149+568,01 52 09.360,57 03 18.000,C_0149+568,Stock_4,Stock_4,Stock_4,Stock_4,,,Stock_4,Stock_4,1103.72,76.86787833679291,5.0,326.52539368356634,94.13010967616428,4.0,,,,126.97176396945416,55.55042417811736,7.0,9257.6,0.0,1.0,2.4416700422997533,0.5660349886616375,1.0,0.2666666666666667,0.043546484316145405,3.0
Ass_Cep_OB_5,23 02 16.000,57 01 18.000,Ass_Cep_OB_5,Cep_OB5,,,Cep_OB5,,,,,1819.0,0.0,2.0,31.622776601683793,0.0,2.0,,,,380.5,0.0,2.0,,,,4.686853238430634,0.0,1.0,2.0,0.0,1.0
NGC_7423,22 55 09.360,57 05 45.600,NGC_7423,NGC_7423,,,NGC_7423,,,NGC_7423,Berkeley_57,5245.066666666667,617.2169820759658,3.0,796.1593504173184,0.0,2.0,,,,43.375,9.606922959512062,4.0,10114.3,0.0,1.0,2.431053500403044,1.3885473671368818,1.0,1.6,0.0,1.0
NGC_869,02 18 57.840,57 08 02.400,NGC_869,NGC_869,NGC_869,NGC_869,NGC_869,,NGC_869,NGC_869,NGC_869,2196.1857142857143,41.007428040770264,7.0,13.971246958160188,2.7917664234852277,5.0,-0.3,0.0,1.0,175929.6456372039,159940.94633879498,6.0,10114.7,0.0,1.0,9.67112756083825,7.941481254019994,1.0,1.681066666666667,0.07187676696700836,3.0
NGC_884,02 22 20.160,57 08 56.400,NGC_884,NGC_884,NGC_884,NGC_884,NGC_884,,NGC_884,NGC_884,NGC_884,2338.1142857142854,5.895949096069289,7.0,10.896279125466465,2.2509654430723396,5.0,-0.3,0.0,1.0,264821.198743519,241011.2164198228,6.0,10129.7,0.0,1.0,4.392795939649854,1.4651869924133312,1.0,1.7920000000000005,1.2819751242557095e-16,3.0
[KPR2005]_120,22 30 16.000,57 11 42.000,[KPR2005]_120,ASCC_120,ASCC_120,ASCC_120,ASCC_120,,,,,2000.0,250.0,4.0,17.335093244091446,3.9887594790674124,4.0,,,,3486.079415412131,2951.0884768175556,4.0,,,,8.41419321545027,0.0,1.0,2.026666666666667,0.03483718745291634,3.0
Alicante_1,03 59 09.000,57 14 24.000,,Alicante_1,Alicante_1,,Alicante_1,,,,,4199.333333333333,81.37749256579669,3.0,3.652480759045558,1.1543298963733304,3.0,,,,13.833333333333334,1.9051586888313607,3.0,,,,0.8488001927866501,0.0,1.0,2.032,0.07919595949289339,2.0
NGC_7235,22 12 19.920,57 16 15.600,NGC_7235,NGC_7235,NGC_7235,NGC_7235,NGC_7235,,NGC_7235,NGC_7235,,2889.35,107.84619642497057,6.0,13.182911418187285,3.3928603660495855,4.0,,,,143.90684144000838,42.09890952846787,5.0,9709.8,0.0,1.0,2.1905714281078814,0.14945272108034346,1.0,2.9813333333333336,0.003140181641360985,3.0
[KPS2012]_MWSC_0250,03 00 26.160,57 18 25.200,[KPS2012]_MWSC_0250,SAI_25,,,SAI_25,,,SAI_25,,2364.766666666667,52.88176189141911,3.0,1531.087461682032,0.0,2.0,,,,37.0,7.3484692283495345,3.0,10367.8,0.0,1.0,1.8512914501190316,0.6518998733552869,1.0,3.104,0.0,1.0
[KPS2012]_MWSC_5012,06 27 20.000,57 27 36.000,,MWSC_5012,,,,,,,,2492.0,0.0,1.0,1216.1860006463703,0.0,1.0,,,,15.5,0.0,1.0,,,,,,,,,
IC_1396,21 38 58.800,57 30 50.400,IC_1396,IC_1396,Trumpler_37,IC_1396,IC_1396,,Trumpler_37,IC_1396,IC_1396,774.1,43.30881514643128,7.0,2.990357638736893,1.1320079708630058,5.0,,,,879.223927441369,370.73962525869035,7.0,8535.0,0.0,1.0,7.780098611422751,3.835678024176149,1.0,1.4517333333333333,0.0426755546298225,3.0
Cl_Berkeley_92,21 24 49.440,57 31 40.800,Cl_Berkeley_92,Berkeley_92,,,Berkeley_92,,,Berkeley_92,Berkeley_92,7425.099999999999,1163.5892774801023,3.0,1000.0,0.0,2.0,-0.38,0.0,1.0,32.25,9.612004213482223,4.0,14066.2,0.0,1.0,3.0345497731349753,1.0618337659658148,1.0,2.5568000000000004,0.0,1.0
NGC_957,02 33 22.320,57 33 10.800,NGC_957,NGC_957,NGC_957,NGC_957,NGC_957,,NGC_957,NGC_957,NGC_957,1963.8857142857144,70.6919370992582,7.0,13.00281281981853,2.230927081118553,5.0,,,,1536.1507055142704,933.4079990156915,7.0,10127.9,0.0,1.0,2.9868839906439555,0.5106639076407687,1.0,2.4672,0.18290145494834711,3.0
NGC_7055,21 19 34.000,57 36 24.000,NGC_7055,NGC_7055,,,NGC_7055,,,,,1948.0,0.0,2.0,251.1886431509582,0.0,2.0,,,,16.5,0.0,2.0,,,,0.6273740555379589,0.0,1.0,3.9968000000000004,0.0,1.0
[KPS2012]_MWSC_3594,22 11 10.000,57 39 36.000,[KPS2012]_MWSC_3594,FSR_0354,,,FSR_0354,,,,,1169.0,0.0,2.0,100.0,0.0,2.0,,,,42.0,0.0,2.0,,,,0.8118958365785349,0.0,1.0,1.6,0.0,1.0
[KPR2005]_6,01 47 23.040,57 43 19.200,[KPR2005]_6,ASCC_6,ASCC_6,ASCC_6,ASCC_6,,,ASCC_6,,1327.52,55.73760238833385,5.0,70.56807692821482,24.98386307346663,4.0,,,,207.70277363142304,118.37219464793192,5.0,9405.9,0.0,1.0,2.5529541801211773,0.030350754446888173,1.0,0.96,0.0,3.0
