ID,RA[hr],Dec[deg],ID_Simbad,ID_MWSC,ID_WEBDA,ID_Piskunov,ID_Kharchenko,ID_Salaris,ID_vandenBergh,ID_Cantat-Gaudin,ID_Lynga,dist[pc],err_dist[pc],N_dist[pc],age[Myr],err_age[Myr],N_age[Myr],[Fe/H],err_[Fe/H],N_[Fe/H],mass[Msun],err_mass[Msun],N_mass[Msun],rgc[pc],err_rgc[pc],N_rgc[pc],rhm[pc],err_rhm[pc],N_rhm[pc],Av[mag],err_Av[mag],N_Av[mag]
[KPS2012]_MWSC_4688,23 51 54.000,-86 43 12.000,[KPS2012]_MWSC_4688,MWSC_4688,,,,,,,,1336.0,0.0,1.0,2454.708915685034,0.0,1.0,,,,28.5,0.0,1.0,,,,,,,,,
[KPS2012]_MWSC_5684,12 53 43.000,-86 38 54.000,,MWSC_5684,,,,,,,,1432.0,0.0,1.0,1513.561248436207,0.0,1.0,,,,26.0,0.0,1.0,,,,,,,,,
[KPS2012]_MWSC_5692,17 47 20.000,-86 36 36.000,,MWSC_5692,,,,,,,,1555.0,0.0,1.0,851.1380382023759,0.0,1.0,,,,14.0,0.0,1.0,,,,,,,,,
[KPS2012]_MWSC_4005,00 11 28.000,-85 28 48.000,[KPS2012]_MWSC_4005,MWSC_4005,,,,,,,,1159.0,0.0,1.0,2371.3737056616555,0.0,1.0,,,,21.0,0.0,1.0,,,,,,,,,
[KPS2012]_MWSC_4176,14 27 18.000,-85 25 12.000,[KPS2012]_MWSC_4176,MWSC_4176,,,,,,,,1093.0,0.0,1.0,2065.380155810527,0.0,1.0,,,,77.5,0.0,1.0,,,,,,,,,
ESO_8-6,14 56 55.000,-83 26 42.000,ESO_8-6,ESO_008-06,,,ESO_008-06,,,,,1380.0,0.0,2.0,1995.2623149688827,0.0,2.0,,,,39.0,0.0,2.0,,,,1.2178437548678025,0.0,1.0,0.9984000000000001,0.0,1.0
[KPS2012]_MWSC_4219,15 42 14.000,-83 11 42.000,[KPS2012]_MWSC_4219,MWSC_4219,,,,,,,,1606.0,0.0,1.0,1258.9254117941662,0.0,1.0,,,,47.5,0.0,1.0,,,,,,,,,
[KPS2012]_MWSC_5575,01 59 42.000,-83 03 00.000,,MWSC_5575,,,,,,,,2191.0,0.0,1.0,1584.8931924611109,0.0,1.0,,,,10.0,0.0,1.0,,,,,,,,,
[KPS2012]_MWSC_4682,23 43 23.000,-82 57 36.000,[KPS2012]_MWSC_4682,MWSC_4682,,,,,,,,1065.0,0.0,1.0,1905.4607179632444,0.0,1.0,,,,29.0,0.0,1.0,,,,,,,,,
[KPS2012]_MWSC_5685,13 05 24.000,-82 02 36.000,,MWSC_5685,,,,,,,,1581.0,0.0,1.0,1412.5375446227556,0.0,1.0,,,,32.0,0.0,1.0,,,,,,,,,
[KPS2012]_MWSC_5681,10 41 47.000,-82 00 18.000,,MWSC_5681,,,,,,,,1700.0,0.0,1.0,954.992586021437,0.0,1.0,,,,20.5,0.0,1.0,,,,,,,,,
[KPS2012]_MWSC_2014,12 20 06.000,-81 30 36.000,[KPS2012]_MWSC_2014,FSR_1626,,,FSR_1626,,,,,2671.0,0.0,2.0,3981.071705534969,0.0,2.0,,,,54.5,0.0,2.0,,,,9.521323901693728,0.0,1.0,0.6656,0.0,1.0
[KPS2012]_MWSC_2064,12 45 43.000,-81 15 30.000,[KPS2012]_MWSC_2064,FSR_1631,,,FSR_1631,,,,,1456.0,0.0,2.0,3162.2776601683795,0.0,2.0,,,,50.0,0.0,2.0,,,,0.9595132614109958,0.0,1.0,0.3328,0.0,1.0
[KPS2012]_MWSC_2049,12 34 55.000,-80 57 00.000,[KPS2012]_MWSC_2049,FSR_1629,,,FSR_1629,,,,,3597.0,0.0,2.0,5011.872336272714,0.0,2.0,,,,39.0,0.0,2.0,,,,2.989252852857333,0.0,1.0,0.19840000000000002,0.0,1.0
[KPS2012]_MWSC_5688,15 25 59.000,-80 07 48.000,,MWSC_5688,,,,,,,,1236.0,0.0,1.0,977.2372209558112,0.0,1.0,,,,12.5,0.0,1.0,,,,,,,,,
ESO_26-2,20 26 38.000,-80 00 00.000,ESO_26-2,ESO_026-02,,,ESO_026-02,,,,,2473.0,0.0,2.0,5011.872336272714,0.0,2.0,,,,22.0,0.0,2.0,,,,2.6571136469842958,0.0,1.0,0.3328,0.0,1.0
[KPS2012]_MWSC_4137,09 26 11.000,-79 44 24.000,[KPS2012]_MWSC_4137,MWSC_4137,,,,,,,,1209.0,0.0,1.0,1621.8100973589333,0.0,1.0,,,,41.5,0.0,1.0,,,,,,,,,
Cl_Melotte_227,20 16 48.000,-79 02 24.000,Cl_Melotte_227,Melotte_227,Melotte_227,,Melotte_227,,Melotte_227,,Melotte_227,1169.0,524.5,4.0,3344.104890848476,1361.7264169714585,3.0,,,,39.875,14.643017747377076,4.0,,,,9.439367222791567,8.219367222791568,1.0,0.1632,0.02489015869776648,2.0
[KPS2012]_MWSC_5679,09 33 00.000,-78 58 12.000,,MWSC_5679,,,,,,,,1122.0,0.0,1.0,316.22776601683796,0.0,1.0,,,,25.5,0.0,1.0,,,,,,,,,
[KPS2012]_MWSC_5572,01 54 18.000,-78 57 54.000,,MWSC_5572,,,,,,,,1472.0,0.0,1.0,1995.2623149688827,0.0,1.0,,,,7.0,0.0,1.0,,,,,,,,,
[KPS2012]_MWSC_5749,20 32 10.000,-78 36 54.000,,MWSC_5749,,,,,,,,1890.0,0.0,1.0,2213.0947096056407,0.0,1.0,,,,23.5,0.0,1.0,,,,,,,,,
ESO_21-6,14 15 52.000,-78 30 54.000,ESO_21-6,ESO_021-06,,,ESO_021-06,,,,,2473.0,0.0,2.0,3162.2776601683795,0.0,2.0,,,,44.5,0.0,2.0,,,,4.317809676349481,0.0,1.0,0.3328,0.0,1.0
[KPS2012]_MWSC_5672,07 15 20.000,-78 26 24.000,,MWSC_5672,,,,,,,,1288.0,0.0,1.0,3090.2954325135925,0.0,1.0,,,,16.5,0.0,1.0,,,,,,,,,
[KPS2012]_MWSC_4114,06 07 52.000,-78 13 12.000,[KPS2012]_MWSC_4114,MWSC_4114,,,,,,,,962.0,0.0,1.0,2511.886431509582,0.0,1.0,,,,30.0,0.0,1.0,,,,,,,,,
[KPS2012]_MWSC_5680,09 43 48.000,-78 12 18.000,,MWSC_5680,,,,,,,,1050.0,0.0,1.0,1995.2623149688827,0.0,1.0,,,,29.5,0.0,1.0,,,,,,,,,
[KPS2012]_MWSC_1955,11 33 00.000,-77 49 30.000,[KPS2012]_MWSC_1955,FSR_1607,,,FSR_1607,,,,,1561.0,0.0,2.0,3672.8230049808426,0.0,2.0,,,,34.5,0.0,2.0,,,,1.7714090979895307,0.0,1.0,0.3328,0.0,1.0
[KPS2012]_MWSC_5698,18 41 49.000,-77 43 24.000,,MWSC_5698,,,,,,,,2069.0,0.0,1.0,776.2471166286928,0.0,1.0,,,,24.5,0.0,1.0,,,,,,,,,
[KPS2012]_MWSC_2358,16 10 29.000,-77 39 36.000,[KPS2012]_MWSC_2358,FSR_1675,,,FSR_1675,,,,,5666.0,0.0,2.0,1584.8931924611109,0.0,2.0,,,,26.5,0.0,2.0,,,,16.736125540380254,0.0,1.0,0.3328,0.0,1.0
[KPS2012]_MWSC_4140,09 36 36.000,-77 28 48.000,[KPS2012]_MWSC_4140,MWSC_4140,,,,,,,,2465.0,0.0,1.0,1905.4607179632444,0.0,1.0,,,,56.0,0.0,1.0,,,,,,,,,
[KPS2012]_MWSC_2089,13 11 55.000,-77 27 00.000,[KPS2012]_MWSC_2089,FSR_1640,,,FSR_1640,,,,,6213.0,0.0,2.0,1584.8931924611109,0.0,2.0,,,,39.0,0.0,2.0,,,,7.897532228536659,0.0,1.0,0.3328,0.0,1.0
[KPS2012]_MWSC_1638,09 13 41.000,-77 25 30.000,[KPS2012]_MWSC_1638,FSR_1579,,,FSR_1579,,,,,1000.0,0.0,2.0,3162.2776601683795,0.0,2.0,,,,32.5,0.0,2.0,,,,2.435687509735605,0.0,1.0,0.0,0.0,1.0
Chamaleon_I,11 03 36.000,-77 20 24.000,,Chamaleon_I,,,Chamaleon_I,,,,,380.0,0.0,2.0,1.0,0.0,2.0,,,,37.5,0.0,2.0,,,,2.288070084903144,0.0,1.0,0.9984000000000001,0.0,1.0
[KPS2012]_MWSC_4668,22 56 56.000,-77 10 12.000,[KPS2012]_MWSC_4668,MWSC_4668,,,,,,,,775.0,0.0,1.0,1258.9254117941662,0.0,1.0,,,,11.0,0.0,1.0,,,,,,,,,
[KPS2012]_MWSC_2083,13 09 16.000,-77 08 06.000,[KPS2012]_MWSC_2083,FSR_1639,,,FSR_1639,,,,,7943.0,0.0,2.0,1995.2623149688827,0.0,2.0,,,,40.0,0.0,2.0,,,,17.326595239710098,0.0,1.0,0.0,0.0,1.0
NGC_1520,03 57 52.000,-76 48 00.000,NGC_1520,NGC_1520,,,NGC_1520,,,,,1023.0,0.0,2.0,2691.534803926914,0.0,2.0,,,,5.0,0.0,2.0,,,,1.3470090015962055,0.0,1.0,0.0,0.0,1.0
[KPS2012]_MWSC_1673,09 28 46.000,-76 05 06.000,[KPS2012]_MWSC_1673,FSR_1577,,,FSR_1577,,,,,1561.0,0.0,2.0,3981.071705534969,0.0,2.0,,,,40.5,0.0,2.0,,,,1.144035042451572,0.0,1.0,0.3328,0.0,1.0
[KPS2012]_MWSC_1940,11 23 06.000,-75 00 54.000,[KPS2012]_MWSC_1940,FSR_1598,,,FSR_1598,,,,,3575.0,0.0,2.0,5011.872336272714,0.0,2.0,,,,29.0,0.0,2.0,,,,1.716052563677358,0.0,1.0,0.3328,0.0,1.0
[KPS2012]_MWSC_5676,08 41 55.000,-74 45 54.000,,MWSC_5676,,,,,,,,1604.0,0.0,1.0,1412.5375446227556,0.0,1.0,,,,29.0,0.0,1.0,,,,,,,,,
ESO_43-13,17 04 44.000,-74 21 00.000,ESO_43-13,ESO_043-13,,,ESO_043-13,,,,,1490.0,0.0,2.0,2065.380155810527,0.0,2.0,,,,36.5,0.0,2.0,,,,1.1255828643475143,0.0,1.0,0.3328,0.0,1.0
[FSR2007]_1647,13 45 41.000,-73 57 36.000,[FSR2007]_1647,FSR_1647,,,FSR_1647,,,,,2436.0,0.0,2.0,2851.0182675039096,0.0,2.0,,,,48.0,0.0,2.0,,,,2.8785397842329874,0.0,1.0,0.6656,0.0,1.0
[KPS2012]_MWSC_2112,13 22 48.000,-73 34 30.000,[KPS2012]_MWSC_2112,FSR_1642,,,FSR_1642,,,,,3211.0,0.0,2.0,3162.2776601683795,0.0,2.0,,,,39.0,0.0,2.0,,,,7.860627872328543,0.0,1.0,0.6656,0.0,1.0
[KPS2012]_MWSC_4138,09 27 07.000,-73 30 00.000,[KPS2012]_MWSC_4138,MWSC_4138,,,,,,,,1908.0,0.0,1.0,1905.4607179632444,0.0,1.0,,,,51.5,0.0,1.0,,,,,,,,,
[KPS2012]_MWSC_5671,07 05 06.000,-73 22 48.000,,MWSC_5671,,,,,,,,2001.0,0.0,1.0,2511.886431509582,0.0,1.0,,,,32.0,0.0,1.0,,,,,,,,,
[KPS2012]_MWSC_2453,16 45 14.000,-72 49 54.000,[KPS2012]_MWSC_2453,FSR_1692,,,FSR_1692,,,,,1781.0,0.0,2.0,2818.3829312644493,0.0,2.0,,,,32.5,0.0,2.0,,,,0.9964176176191111,0.0,1.0,0.4672,0.0,1.0
[KPS2012]_MWSC_1720,09 50 35.000,-72 45 42.000,[KPS2012]_MWSC_1720,FSR_1566,,,FSR_1566,,,,,1537.0,0.0,2.0,2691.534803926914,0.0,2.0,,,,36.0,0.0,2.0,,,,0.7011827679541893,0.0,1.0,0.6656,0.0,1.0
[KPS2012]_MWSC_2214,14 21 41.000,-72 05 06.000,[KPS2012]_MWSC_2214,FSR_1667,,,FSR_1667,,,,,5175.0,0.0,2.0,2238.721138568338,0.0,2.0,,,,70.0,0.0,2.0,,,,5.166609869136131,0.0,1.0,0.8,0.0,1.0
[KPS2012]_MWSC_2079,13 01 07.000,-71 23 42.000,[KPS2012]_MWSC_2079,FSR_1638,,,FSR_1638,,,,,7702.0,0.0,2.0,3162.2776601683795,0.0,2.0,,,,26.5,0.0,2.0,,,,10.13024577912763,0.0,1.0,0.6656,0.0,1.0
ESO_65-7,13 29 10.000,-71 15 54.000,ESO_65-7,ESO_065-07,,,ESO_065-07,,,,,3477.0,0.0,2.0,2511.886431509582,0.0,2.0,,,,33.5,0.0,2.0,,,,3.284487702522255,0.0,1.0,0.9312,0.0,1.0
[KPS2012]_MWSC_2181,13 55 03.000,-70 45 00.000,[KPS2012]_MWSC_2181,FSR_1658,,,FSR_1658,,,,,4239.0,0.0,2.0,3548.1338923357607,0.0,2.0,,,,68.0,0.0,2.0,,,,2.1035483038625675,0.0,1.0,1.1328,0.0,1.0
[KPS2012]_MWSC_5691,17 26 10.000,-70 44 06.000,,MWSC_5691,,,,,,,,2241.0,0.0,1.0,223.87211385683378,0.0,1.0,,,,19.5,0.0,1.0,,,,,,,,,
NGC_1557,04 13 08.000,-70 27 54.000,NGC_1557,NGC_1557,,,NGC_1557,,,,,1820.0,0.0,2.0,3162.2776601683795,0.0,2.0,,,,10.0,0.0,2.0,,,,2.694018003192411,0.0,1.0,0.0,0.0,1.0
NGC_5359,14 00 00.000,-70 24 00.000,NGC_5359,NGC_5359,NGC_5359,NGC_5359,NGC_5359,,,,,2360.5,69.75,4.0,333.12722046939666,119.48853475814163,4.0,,,,135.11933159923825,97.03139211510441,4.0,,,,6.605879761252625,0.0,1.0,0.43520000000000003,0.09406040612287402,3.0
[KPS2012]_MWSC_5674,08 06 34.000,-70 19 30.000,,MWSC_5674,,,,,,,,1803.0,0.0,1.0,2238.721138568338,0.0,1.0,,,,21.5,0.0,1.0,,,,,,,,,
[KPS2012]_MWSC_1799,10 23 40.000,-69 49 30.000,[KPS2012]_MWSC_1799,FSR_1572,,,FSR_1572,,,,,3494.0,0.0,2.0,2238.721138568338,0.0,2.0,,,,28.0,0.0,2.0,,,,3.432105127354716,0.0,1.0,0.3328,0.0,1.0
[KPR2005]_69,12 06 18.000,-69 46 48.000,[KPR2005]_69,ASCC_69,ASCC_69,ASCC_69,ASCC_69,,,,,887.0,56.5,4.0,62.939788712307475,15.885731663249475,4.0,,,,528.6345858370864,377.9166976014766,4.0,,,,2.6755658250883534,0.0,1.0,0.5450666666666667,0.0008709296863229026,3.0
ESO_65-3,12 51 18.000,-69 43 48.000,ESO_65-3,ESO_065-03,,,ESO_065-03,,,,,3047.0,0.0,2.0,912.0108393559115,0.0,2.0,,,,43.5,0.0,2.0,,,,2.9523484966492184,0.0,1.0,1.7984000000000002,0.0,1.0
[KPR2005]_51,09 18 05.000,-69 41 24.000,[KPR2005]_51,ASCC_51,ASCC_51,ASCC_51,ASCC_51,,,,,498.0,1.0,4.0,260.211964261066,72.67218544376196,4.0,,,,322.2435791759376,133.51288320342283,5.0,,,,1.2732002891799752,0.0,1.0,0.21760000000000002,0.04703020306143701,3.0
[KPS2012]_MWSC_2188,13 57 56.000,-69 21 54.000,[KPS2012]_MWSC_2188,FSR_1661,,,FSR_1661,,,,,4331.0,0.0,2.0,2511.886431509582,0.0,2.0,,,,39.5,0.0,2.0,,,,3.432105127354716,0.0,1.0,0.6656,0.0,1.0
ESO_62-8,10 21 40.000,-69 20 54.000,ESO_62-8,ESO_062-08,,,ESO_062-08,,,,,1983.0,0.0,2.0,2754.2287033381635,0.0,2.0,,,,13.5,0.0,2.0,,,,0.8118958365785349,0.0,1.0,0.13440000000000002,0.0,1.0
[KPS2012]_MWSC_1802,10 24 47.000,-69 04 12.000,[KPS2012]_MWSC_1802,FSR_1568,,,FSR_1568,,,,,1871.0,0.0,2.0,2238.721138568338,0.0,2.0,,,,46.0,0.0,2.0,,,,1.3470090015962055,0.0,1.0,0.4,0.0,1.0
ESO_62-11,10 38 56.000,-69 02 06.000,ESO_62-11,ESO_062-11,ESO_062-11,ESO_062-11,ESO_062-11,,,,,1802.5,446.25,4.0,687.9757563435071,263.6907634042978,4.0,,,,27.685345287532506,10.418604118661138,4.0,,,,2.122000481966625,0.0,1.0,1.3845333333333336,0.033095328080270534,3.0
[KPS2012]_MWSC_1943,11 27 50.000,-68 44 06.000,[KPS2012]_MWSC_1943,FSR_1593,,,FSR_1593,,,,,1825.0,0.0,2.0,2851.0182675039096,0.0,2.0,,,,60.0,0.0,2.0,,,,1.7345047417814154,0.0,1.0,0.9312,0.0,1.0
[KPS2012]_MWSC_4483,19 17 08.000,-68 31 30.000,[KPS2012]_MWSC_4483,MWSC_4483,,,,,,,,1397.0,0.0,1.0,2041.7379446695315,0.0,1.0,,,,56.5,0.0,1.0,,,,,,,,,
ESO_64-5,12 24 43.000,-68 29 06.000,ESO_64-5,ESO_064-05,,,ESO_064-05,,,,,1239.0,0.0,2.0,76.73614893618186,0.0,2.0,,,,55.0,0.0,2.0,,,,0.9041567270988229,0.0,1.0,1.3312,0.0,1.0
NGC_1901,05 18 14.640,-68 17 38.400,NGC_1901,NGC_1901,NGC_1901,NGC_1901,NGC_1901,,NGC_1901,NGC_1901,,411.6666666666667,2.0230157173370142,6.0,568.9874017426625,164.2983833536691,4.0,-0.331,0.0,1.0,79.73454400643426,19.59233127378138,6.0,8293.5,0.0,1.0,1.3546774151643095,0.7298023629595175,1.0,0.10773333333333335,0.03440998993617126,3.0
[KPR2005]_78,15 05 37.000,-68 24 18.000,[KPR2005]_78,ASCC_78,ASCC_78,ASCC_78,ASCC_78,,,,,2820.5,210.25,4.0,1277.0352525197982,563.2936399186905,4.0,-0.058,0.0,1.0,475.129435214892,383.39301824497363,4.0,,,,2.970800674753276,0.0,1.0,0.15573333333333333,0.12715573420314455,3.0
Cl_Collinder_261,12 38 04.560,-68 22 37.200,Cl_Collinder_261,Collinder_261,Collinder_261,,Collinder_261,Collinder_261,Collinder_261,Collinder_261,Harvard_6,2529.94,129.25473639290746,5.0,4508.423668136357,1434.7101568575422,4.0,-0.11,0.05715476066494083,1.0,284.5,148.31945253404896,5.0,7370.6,84.42854967367383,2.0,3.4049060375932085,0.8558877934585085,1.0,0.9648000000000001,0.07127636354360399,2.0
[KPS2012]_MWSC_2139,13 35 39.000,-68 06 48.000,[KPS2012]_MWSC_2139,FSR_1650,,,FSR_1650,,,,,4103.0,0.0,2.0,1000.0,0.0,2.0,,,,58.0,0.0,2.0,,,,5.295775115864535,0.0,1.0,2.3328,0.0,1.0
C_1102-676,11 04 53.000,-67 56 36.000,C_1102-676,Ruprecht_163,,,Ruprecht_163,,,,Ruprecht_163,3019.0,0.0,2.0,2317.39464996848,0.0,2.0,,,,21.666666666666668,6.804138174397718,3.0,,,,2.2696179067990863,0.0,1.0,0.9984000000000001,0.0,1.0
[KPS2012]_MWSC_1736,09 58 49.000,-67 44 18.000,[KPS2012]_MWSC_1736,FSR_1554,,,FSR_1554,,,,,1513.0,0.0,2.0,1122.0184543019652,0.0,2.0,,,,32.0,0.0,2.0,,,,0.7011827679541893,0.0,1.0,0.9984000000000001,0.0,1.0
[KPS2012]_MWSC_2151,13 42 05.000,-67 42 00.000,[KPS2012]_MWSC_2151,FSR_1654,,,FSR_1654,,,,,4015.0,0.0,2.0,602.559586074357,0.0,2.0,,,,17.5,0.0,2.0,,,,2.2142613724869133,0.0,1.0,2.7968000000000006,0.0,1.0
[KPR2005]_71,12 20 07.920,-67 30 32.400,[KPR2005]_71,ASCC_71,ASCC_71,ASCC_71,ASCC_71,,,ASCC_71,,1249.1200000000001,18.825395613372912,5.0,70.9344393757296,18.857549905766092,4.0,,,,1423.7072652343686,1200.4649735936869,5.0,7801.9,0.0,1.0,1.8733230984242384,0.8584533027010697,1.0,0.8224,0.01828952341278107,3.0
Cl_Ruprecht_110,14 05 38.000,-67 28 30.000,Cl_Ruprecht_110,Ruprecht_110,Ruprecht_110,Ruprecht_110,Ruprecht_110,,,,Ruprecht_110,1270.5,14.75,4.0,390.1638352780419,110.54907634921473,4.0,-0.234,0.0,1.0,238.57605078494566,125.4236023819909,6.0,,,,1.6976003855733002,0.0,1.0,0.33280000000000004,0.27173006213274725,3.0
NGC_2348,07 03 04.000,-67 23 24.000,NGC_2348,NGC_2348,,,NGC_2348,,,,,1076.0,0.0,2.0,2985.382618917957,0.0,2.0,,,,21.5,0.0,2.0,,,,2.01128741334228,0.0,1.0,0.4,0.0,1.0
[KPR2005]_73,12 37 07.440,-67 12 10.800,[KPR2005]_73,ASCC_73,ASCC_73,ASCC_73,ASCC_73,,,ASCC_73,,649.26,0.6618761213399459,5.0,118.20874641843596,31.75967643029459,4.0,,,,171.1009355133937,68.88892469686454,6.0,8021.7,0.0,1.0,4.151705771012788,1.4207834116122604,1.0,0.16000000000000003,0.0,3.0
C_1250-669,12 53 50.880,-67 10 48.000,C_1250-669,vdBergh-Hagen_140,,,vdBergh-Hagen_140,,,vdBergh-Hagen_140,vdBergh-Hagen_140,5229.400000000001,0.3265986323710409,3.0,2511.886431509582,0.0,2.0,,,,82.625,39.6828737461137,4.0,7011.8,0.0,1.0,4.59106964872387,0.4832793298919724,1.0,2.064,0.0,1.0
[KPS2012]_MWSC_1971,11 44 35.000,-67 05 06.000,[KPS2012]_MWSC_1971,FSR_1597,,,FSR_1597,,,,,2879.0,0.0,2.0,1995.2623149688827,0.0,2.0,,,,35.0,0.0,2.0,,,,2.767826715608642,0.0,1.0,1.0335999999999996,0.0,1.0
C_1315-669,13 18 10.320,-67 04 44.400,C_1315-669,Collinder_268,Collinder_268,,Collinder_268,,Collinder_268,Collinder_268,Harvard_8,2027.9,129.63953100809954,5.0,341.9603862255946,138.86972799545333,4.0,,,,31.0,9.936800289831732,5.0,7154.1,0.0,1.0,1.5410406514501427,0.19055450616549305,1.0,1.0432000000000001,0.040729350596345124,2.0
[KPS2012]_MWSC_2052,12 36 08.000,-66 56 30.000,[KPS2012]_MWSC_2052,FSR_1623,,,FSR_1623,,,,,6915.0,0.0,2.0,794.3282347242822,0.0,2.0,,,,56.5,0.0,2.0,,,,5.148157691032074,0.0,1.0,2.0,0.0,1.0
[KPS2012]_MWSC_5694,17 57 22.000,-66 48 00.000,,MWSC_5694,,,,,,,,1570.0,0.0,1.0,1000.0,0.0,1.0,,,,16.0,0.0,1.0,,,,,,,,,
[KPR2005]_57,10 10 55.000,-66 42 00.000,[KPR2005]_57,ASCC_57,ASCC_57,ASCC_57,ASCC_57,,,,,1491.5,4.25,4.0,1037.3222377118093,400.75998610429474,4.0,-0.347,0.0,1.0,1235.038188056873,984.5885970702251,4.0,,,,5.996957883818724,0.0,1.0,0.49920000000000003,0.06793251553318679,3.0
[KPS2012]_MWSC_2149,13 41 20.000,-66 38 12.000,[KPS2012]_MWSC_2149,FSR_1656,,,FSR_1656,,,,,5087.0,0.0,2.0,1778.2794100389228,0.0,2.0,,,,43.0,0.0,2.0,,,,2.491044044047778,0.0,1.0,1.6672000000000002,0.0,1.0
[KPS2012]_MWSC_1396,07 58 32.000,-66 37 48.000,[KPS2012]_MWSC_1396,FSR_1514,,,FSR_1514,,,,,2754.0,0.0,2.0,3162.2776601683795,0.0,2.0,,,,15.0,0.0,2.0,,,,1.9928352352382221,0.0,1.0,0.0,0.0,1.0
[KPS2012]_MWSC_2039,12 28 32.000,-66 33 36.000,[KPS2012]_MWSC_2039,FSR_1617,,,FSR_1617,,,,,1828.0,0.0,2.0,794.3282347242822,0.0,2.0,,,,52.5,0.0,2.0,,,,4.502331457390057,0.0,1.0,1.3984000000000005,0.0,1.0
[KPR2005]_76,13 52 14.000,-66 24 18.000,[KPR2005]_76,ASCC_76,ASCC_76,ASCC_76,ASCC_76,,,,,812.5,106.25,4.0,37.02552358767859,10.279921167298859,4.0,,,,103.00950389526324,31.961275699240964,4.0,,,,10.148697957231686,0.0,1.0,1.0645333333333336,0.1637347810287067,3.0
C_1439-661,14 49 14.640,-66 27 54.000,C_1439-661,vdBergh-Hagen_164,vdBergh-Hagen_164,vdBergh-Hagen_164,vdBergh-Hagen_164,,,vdBergh-Hagen_164,vdBergh-Hagen_164,503.98,21.599266654217686,5.0,11.53058772047804,1.2914743892638447,4.0,,,,114.51631598643264,30.99737937733352,6.0,8055.2,0.0,1.0,2.9365946936447784,0.6062235023342828,1.0,0.6101333333333333,0.15850920291076923,3.0
[KPR2004b]_323,13 23 58.080,-66 12 14.400,[KPR2004b]_323,Collinder_269,Collinder_269,Collinder_269,Collinder_269,,,Collinder_269,,1603.34,115.1741484882784,5.0,262.31947498743574,73.42490404420735,4.0,,,,94.73332063476057,46.123629453638905,5.0,7474.4,0.0,1.0,1.9710296212117622,0.033550920285712604,1.0,1.0421333333333336,0.14544525761592572,3.0
Cl_Alessi_6,14 40 13.920,-66 07 37.200,Cl_Alessi_6,Alessi_6,Alessi_6,Alessi_6,Alessi_6,,Alessi_6,Alessi_6,,570.4166666666666,65.89221171591386,6.0,156.42136441692412,42.80201551852908,4.0,-0.154,0.0,1.0,102.58544349992285,19.812995751542747,6.0,7758.0,0.0,1.0,2.5797030746230485,0.337803577571277,1.0,0.6069333333333334,0.0008709296863229327,3.0
C_1345-658,13 48 13.920,-66 03 57.600,C_1345-658,Collinder_277,,,Collinder_277,,,Collinder_277,Collinder_277,2020.3333333333333,149.96320536372568,3.0,199.52623149688827,0.0,2.0,,,,38.0,18.76832437912346,4.0,7422.4,0.0,1.0,1.55208649013383,0.48186016009848853,1.0,1.3312,0.0,1.0
ESO_96-4,13 15 13.920,-65 55 12.000,ESO_96-4,vdBergh-Hagen_144,vdBergh-Hagen_144,,vdBergh-Hagen_144,,vdBergh-Hagen_144,vdBergh-Hagen_144,vdBergh-Hagen_144,9865.86,1127.025380228857,5.0,669.6333333333333,269.74325378582313,3.0,-0.51,0.0,1.0,129.0,91.0815225498564,4.0,11001.1,0.0,1.0,2.132520322490059,0.5325111473807198,1.0,2.12,0.08485281374238561,2.0
NGC_1641,04 35 26.000,-65 44 24.000,NGC_1641,NGC_1641,NGC_1641,,NGC_1641,,,,,1056.6666666666667,58.51558829982038,3.0,2210.607476550605,898.7208389161513,3.0,,,,50.666666666666664,9.525793444156804,3.0,,,,2.989252852857333,0.0,1.0,0.3264,0.0045254833995938765,2.0
[DBS2003]_72,11 45 57.000,-65 33 18.000,[DBS2003]_72,DBSB_72,,,DBSB_72,,,,,4494.0,0.0,2.0,1.2589254117941662,0.0,2.0,,,,18.5,0.0,2.0,,,,3.339844236834428,0.0,1.0,7.328,0.0,1.0
[KPS2012]_MWSC_2213,14 19 37.000,-65 25 54.000,[KPS2012]_MWSC_2213,DBSB_88,,,DBSB_88,,,,,1366.0,0.0,2.0,70.79457843841374,0.0,2.0,,,,10.0,0.0,2.0,,,,1.144035042451572,0.0,1.0,5.9968,0.0,1.0
C_1350-650,13 54 36.000,-65 20 06.000,C_1350-650,Loden_1002,,,Loden_1002,,,,Loden_1002,1332.0,0.0,2.0,100.0,0.0,2.0,,,,34.0,9.797958971132712,3.0,,,,1.2178437548678025,0.0,1.0,1.2672,0.0,1.0
C_1309-650,13 12 00.000,-65 18 00.000,C_1309-650,Loden_757,,,Loden_757,,,,Loden_757,1340.0,0.0,2.0,117.48975549395304,0.0,2.0,,,,26.666666666666668,6.804138174397718,3.0,,,,2.232713550590971,0.0,1.0,2.1311999999999998,0.0,1.0
C_0947-650,09 49 07.440,-65 15 32.400,C_0947-650,Ruprecht_84,Ruprecht_84,Ruprecht_84,Ruprecht_84,,,Ruprecht_84,Ruprecht_84,1723.3,67.85802826490024,5.0,274.44854107757635,76.75541038278779,4.0,,,,71.3574106120779,27.62840035192637,6.0,8049.1,0.0,1.0,1.0850765781401683,0.07741064241546125,1.0,0.39146666666666663,0.05835228898363471,3.0
